hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,rep_guest,prev_cancel,payment_method,card_no,resv_status,meal,assgn_room,cus_seg,room-type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person ,pos,comm_pay,customer_review
"Lexis Suites, Penang",North,Penang ,City Hotel ,Carol Case,992-678-4396,Carol_C@xfinity.com,2,Platinum,0,0,Online Transfer,************4967,Check-Out,BB,E,Family,Deluxe Room,2,2,Agoda,650,9,720,"5,850",10%,585,"5,985",300, Refunded  ,20/05/2024,29/05/2024,87.05,Leo,Sales Manager,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,William Davis Jr.,429-234-2117,William_J60@att.com,2,Platinum,0,0,Cash,************6611,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,7,140,"3,850",10%,385,"3,605",300, Refunded  ,22/10/2024,29/10/2024,82.44,Leo,Sales Manager,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jennifer Jones,469-139-6792,Jennifer_Jones@mail.com,2,Platinum,0,0,Credit Card,************5508,Check-Out,HB,E,Corporate,Single Room,1, -   ,Agoda,550,12,240,"6,600",10%,660,"6,180",300, Refunded  ,09/04/2024,21/04/2024,153,Amy,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Mr. Thomas Bennett,156-908-3911,Mr._B@yahoo.com,5,Platinum,0,0,Cash,************5876,Check-Out,BB,A,Family,Studio,3, -   ,Direct,"1,650",10,600,"16,500",10%,"1,650","15,450",300, Refunded  ,05/10/2024,15/10/2024,57.54,Amy,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Danielle Taylor,663-936-3682,DanielleTaylor@outlook.com,4,Gold,0,0,Credit Card,************4510,Check-Out,BB,F,Individual,Studio,3,1,Agoda,"1,650",6,480,"9,900",5%,495,"9,885",300, Refunded  ,11/10/2024,17/10/2024,120.43,Kelly,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Dr. Jesse Farmer PhD,681-289-5202,PhD.Dr.37@xfinity.com,4,Gold,0,0,Cash,************2709,Check-Out,BB,C,Corporate,Deluxe Room,2, -   ,Agoda,650,15,600,"9,750",5%,488,"9,863",300, Refunded  ,17/02/2024,03/03/2024,131,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Vincent Thomas,318-744-1683,VincentThomas54@att.com,4,Gold,0,0,Online Transfer,************7891,Check-Out,BB,H,Individual,Studio,3, -   ,Booking.com,"1,650",6,360,"9,900",5%,495,"9,765",300, Refunded  ,03/11/2024,09/11/2024,0,Leo,Sales Manager,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Joshua Bennett,666-788-8500,Joshua.B@yahoo.com,2,Platinum,0,0,Cash,************1352,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,3,120,"1,950",10%,195,"1,875",300, Refunded  ,22/02/2024,25/02/2024,75.46,Amy,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Taylor Woods,426-009-0782,TWoods37@zoho.com,4,Gold,0,0,Cash,************4030,Check-Out,BB,A,Family,Studio,3,1,Agoda,"1,650",10,800,"16,500",5%,825,"16,475",300, Refunded  ,20/06/2024,30/06/2024,82,Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Alexis Walker,923-329-5576,Walker_Alexis@zoho.com,3,Platinum,0,0,Credit Card,************1940,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,7,140,"3,850",10%,385,"3,605",300, Refunded  ,22/12/2024,29/12/2024,75.46,Leo,Sales Manager,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Wesley Holland,790-499-1959,Wesley_Holland45@verizon.com,4,Platinum,0,0,Online Transfer,************6095,Check-Out,BB,H,Family,Studio,3, -   ,Direct,"1,650",13,780,"21,450",10%,"2,145","20,085",300, Refunded  ,15/07/2024,28/07/2024,208,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Mary Evans,789-838-6848,Evans_Mary@mail.com,3,Platinum,0,0,Online Transfer,************3124,Check-Out,HB,A,Individual,Studio,3, -   ,Booking.com,"1,650",10,600,"16,500",10%,"1,650","15,450",300, Refunded  ,24/12/2024,03/01/2025,106.25,Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Mary Flores,924-673-6983,Flores_Mary@hotmail.com,5,Gold,0,0,Cash,************2513,Check-Out,BB,D,Family,Studio,3,1,Direct,"1,650",1,80,"1,650",5%,83,"1,648",300, Refunded  ,06/07/2024,07/07/2024,70.48,Leo,Sales Manager,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Janice Taylor,389-934-9248,Janice_T97@outlook.com,5,Platinum,0,0,Online Transfer,************9000,Check-Out,HB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,14,560,"9,100",10%,910,"8,750",300, Refunded  ,29/03/2024,12/04/2024,85,Amy,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Brian Lane,634-224-0903,BLane@gmail.com,4,Platinum,0,0,Online Transfer,************9660,Check-Out,HB,A,Corporate,Single Room,1, -   ,Agoda,550,9,180,"4,950",10%,495,"4,635",300, Refunded  ,01/01/2024,10/01/2024,83.5,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Lisa Harrell,874-912-0960,Lisa.H@yahoo.com,5,Platinum,0,0,Online Transfer,************3156,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,15,600,"9,750",10%,975,"9,375",300, Refunded  ,08/11/2024,23/11/2024,48.88,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Franklin Maddox,424-093-5920,Maddox.Franklin19@outlook.com,2,Gold,0,0,Credit Card,************8895,Check-Out,BB,D,Individual,Single Room,1,1,Booking.com,550,15,600,"8,250",5%,413,"8,438",300, Refunded  ,22/06/2024,07/07/2024,73.5,Amy,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jonathan Garcia,393-741-9942,Jonathan_G@att.com,5,Gold,0,0,Cash,************6488,Check-Out,HB,D,Corporate,Single Room,1, -   ,Agoda,550,1,20,550,5%,28,543,300, Refunded  ,19/04/2024,20/04/2024,101.5,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kevin Thornton,332-721-8816,Kevin_T@xfinity.com,5,Platinum,0,0,Credit Card,************1406,Check-Out,BB,F,Individual,Studio,3, -   ,Booking.com,"1,650",4,240,"6,600",10%,660,"6,180",300, Refunded  ,02/10/2024,06/10/2024,133,Leo,Sales Manager,25,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Karen Duran,786-218-4989,Duran_Karen@gmail.com,5,Platinum,0,0,Cash,************7516,Check-Out,BB,E,Corporate,Deluxe Room,2, -   ,Direct,650,8,320,"5,200",10%,520,"5,000",300, Refunded  ,15/03/2024,23/03/2024,87.05,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Greg Patterson,259-830-4160,GPatterson@mail.com,5,Platinum,0,0,Credit Card,************5764,Check-Out,BB,E,Family,Deluxe Room,1,2,Booking.com,650,7,420,"4,550",10%,455,"4,515",300, Refunded  ,08/09/2024,15/09/2024,118.2,Amy,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,David Thomas,335-652-3187,David.T@hotmail.com,2,Gold,0,0,Credit Card,************2214,Check-Out,BB,D,Corporate,Studio,3, -   ,Direct,"1,650",6,360,"9,900",5%,495,"9,765",300, Refunded  ,20/02/2024,26/02/2024,66.15,Leo,Sales Manager,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Nathan Vazquez,755-788-4648,Nathan.V@comcast.net,3,Platinum,0,0,Credit Card,************9953,Check-Out,BB,A,Family,Studio,3, -   ,Direct,"1,650",15,900,"24,750",10%,"2,475","23,175",300, Refunded  ,13/05/2024,28/05/2024,50.15,Amy,Sales Executive,25,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Christina Gonzalez,867-287-4097,CGonzalez69@mail.com,2,Platinum,0,0,Online Transfer,************1557,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Booking.com,650,12,480,"7,800",10%,780,"7,500",300, Refunded  ,10/04/2024,22/04/2024,112.42,Leo,Sales Manager,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jesus Duncan,640-184-8470,Duncan_Jesus@xfinity.com,4,Gold,0,0,Online Transfer,************2223,Check-Out,BB,C,Family,Studio,3,1,Agoda,"1,650",6,480,"9,900",5%,495,"9,885",300, Refunded  ,12/08/2024,18/08/2024,131,Leo,Sales Manager,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Stephen Martinez,462-438-1640,SMartinez@mail.com,3,Gold,0,0,Online Transfer,************8013,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,1,20,550,5%,28,543,300, Refunded  ,22/08/2024,23/08/2024,68.5,Derek,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Dawn Hughes,641-640-4360,Dawn_H@protonmail.com,4,Gold,0,0,Online Transfer,************9158,Check-Out,BB,C,Individual,Studio,3, -   ,Direct,"1,650",14,840,"23,100",5%,"1,155","22,785",300, Refunded  ,28/08/2024,11/09/2024,104.8,Leo,Sales Manager,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,John Fitzpatrick,688-568-9458,John_F32@zoho.com,5,Gold,0,0,Online Transfer,************5480,Check-Out,BB,D,Corporate,Studio,3, -   ,Direct,"1,650",15,900,"24,750",5%,"1,238","24,413",300, Refunded  ,02/08/2024,17/08/2024,117.9,Leo,Sales Manager,25,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kelly Wang,503-750-0975,KellyWang@zoho.com,5,Platinum,0,0,Cash,************9883,Check-Out,BB,D,Family,Deluxe Room,2,2,Direct,650,5,400,"3,250",10%,325,"3,325",300, Refunded  ,09/06/2024,14/06/2024,134,Derek,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Mr. Derrick Wiggins Jr.,241-839-9211,Mr..J@comcast.net,4,Gold,0,0,Online Transfer,************4074,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,6,120,"3,300",5%,165,"3,255",300, Refunded  ,12/09/2024,18/09/2024,113,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Taylor Walker,726-775-3850,Walker_Taylor70@yandex.com,2,Gold,0,0,Online Transfer,************7730,Check-Out,BB,D,Family,Studio,3, -   ,Booking.com,"1,650",14,840,"23,100",5%,"1,155","22,785",300, Refunded  ,03/07/2024,17/07/2024,138.5,Leo,Sales Manager,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Dennis Lee,476-068-7153,Dennis.L@yahoo.com,4,Platinum,0,0,Online Transfer,************8343,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Agoda,650,15,600,"9,750",10%,975,"9,375",300, Refunded  ,01/04/2024,16/04/2024,146,Derek,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Alexis Welch,397-237-8117,Welch_Alexis@yandex.com,3,Platinum,0,0,Credit Card,************8016,Check-Out,BB,D,Family,Deluxe Room,1,2,Agoda,650,10,600,"6,500",10%,650,"6,450",300, Refunded  ,08/06/2024,18/06/2024,133,Derek,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christy Carpenter,930-473-5641,Carpenter_Christy@xfinity.com,5,Gold,0,0,Credit Card,************6583,Check-Out,BB,F,Corporate,Deluxe Room,2, -   ,Direct,650,4,160,"2,600",5%,130,"2,630",300, Refunded  ,30/12/2024,03/01/2025,153,Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Lindsey Buckley,761-984-4366,Lindsey_Buckley@yandex.com,4,Platinum,0,0,Credit Card,************6582,Check-Out,BB,H,Corporate,Single Room,1, -   ,Agoda,550,16,320,"8,800",10%,880,"8,240",300, Refunded  ,31/08/2024,16/09/2024,131,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jamie Baker,256-246-5392,JBaker@yahoo.com,5,Platinum,0,0,Online Transfer,************4970,Check-Out,BB,F,Corporate,Deluxe Room,2, -   ,Direct,650,13,520,"8,450",10%,845,"8,125",300, Refunded  ,18/08/2024,31/08/2024,135,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Mr. Neil Nichols,646-603-4879,Nichols_Mr.60@aol.com,5,Gold,0,0,Online Transfer,************6703,Check-Out,BB,A,Individual,Deluxe Room,1,2,Booking.com,650,13,780,"8,450",5%,423,"8,808",300, Refunded  ,21/04/2024,04/05/2024,111.2,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Thomas Dickson,651-772-8358,ThomasDickson@mail.com,3,Gold,0,0,Online Transfer,************4224,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,5,200,"3,250",5%,163,"3,288",300, Refunded  ,06/09/2024,11/09/2024,57.5,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Dakota Wang,928-569-6145,Dakota.Wang39@yandex.com,3,Gold,0,0,Credit Card,************8440,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,10,400,"6,500",5%,325,"6,575",300, Refunded  ,28/07/2024,07/08/2024,58.95,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,John Franklin,370-096-7492,John.F44@zoho.com,5,Platinum,0,0,Online Transfer,************6637,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,1,20,550,10%,55,515,300, Refunded  ,23/08/2024,24/08/2024,77.11,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Andrew Kelly,595-090-7393,Andrew_Kelly@aol.com,2,Gold,0,0,Credit Card,************1088,Check-Out,HB,D,Family,Deluxe Room,2,2,Direct,650,11,880,"7,150",5%,358,"7,673",300, Refunded  ,14/10/2024,25/10/2024,97.99,Amy,Sales Executive,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Marco Powell,971-276-0550,Marco_P80@protonmail.com,5,Platinum,0,0,Online Transfer,************7610,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,27/01/2024,29/01/2024,51.75,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Erica Berg,367-426-8747,EricaBerg@outlook.com,2,Gold,0,0,Online Transfer,************9651,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,27/04/2024,07/05/2024,89,Leo,Sales Manager,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,George Nash,274-469-3506,Nash.George19@protonmail.com,5,Gold,0,0,Credit Card,************2257,Check-Out,BB,G,Corporate,Single Room,1, -   ,Agoda,550,9,180,"4,950",5%,248,"4,883",300, Refunded  ,03/01/2024,12/01/2024,153,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,James Trevino,812-878-8590,Trevino.James@outlook.com,2,Platinum,0,0,Online Transfer,************3499,Check-Out,BB,D,Individual,Single Room,1,1,Agoda,550,10,400,"5,500",10%,550,"5,350",300, Refunded  ,21/07/2024,31/07/2024,141.5,Leo,Sales Manager,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Stacey Sherman,325-571-2133,SSherman@aol.com,5,Gold,0,0,Credit Card,************4978,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,3,60,"1,650",5%,83,"1,628",300, Refunded  ,22/03/2024,25/03/2024,36,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Mallory Webb,884-974-6682,Mallory_W33@zoho.com,3,Platinum,0,0,Cash,************2402,Check-Out,BB,A,Family,Studio,3, -   ,Booking.com,"1,650",5,300,"8,250",10%,825,"7,725",300, Refunded  ,15/09/2024,20/09/2024,59.13,Leo,Sales Manager,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Rebecca Wilson,854-456-7833,RWilson@zoho.com,5,Platinum,0,0,Cash,************8950,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,8,160,"4,400",10%,440,"4,120",300, Refunded  ,19/09/2024,27/09/2024,66.6,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jacqueline Thomas,178-013-3996,JacquelineThomas@yahoo.com,2,Gold,0,0,Cash,************9496,Check-Out,HB,D,Family,Single Room,1,1,Agoda,550,7,280,"3,850",5%,193,"3,938",300, Refunded  ,03/05/2024,10/05/2024,129,Leo,Sales Manager,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kristen Sanders,760-490-3990,Sanders_Kristen19@aol.com,5,Gold,0,0,Credit Card,************6588,Check-Out,BB,A,Individual,Studio,3, -   ,Agoda,"1,650",15,900,"24,750",5%,"1,238","24,413",300, Refunded  ,30/06/2024,15/07/2024,82,Amy,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Anna Campbell,506-551-6061,Anna_C40@att.com,2,Gold,0,0,Credit Card,************2856,Check-Out,HB,A,Individual,Studio,3, -   ,Agoda,"1,650",2,120,"3,300",5%,165,"3,255",300, Refunded  ,09/11/2024,11/11/2024,58.05,Derek,Sales Executive,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Chelsea Hardin,195-828-3486,Chelsea_H@mail.com,2,Platinum,0,0,Online Transfer,************4427,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,8,160,"4,400",10%,440,"4,120",300, Refunded  ,09/06/2024,17/06/2024,95.86,Derek,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Christina Mcdonald,487-056-2442,Mcdonald.Christina@protonmail.com,5,Platinum,0,0,Cash,************4304,Check-Out,BB,D,Family,Royal Suite ,3,2,Direct,"1,800",12,"1,200","21,600",10%,"2,160","20,640",300, Refunded  ,25/05/2024,06/06/2024,68.45,Derek,Sales Executive,30,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Steven Mason,206-113-7142,StevenMason@xfinity.com,4,Gold,0,0,Online Transfer,************4067,Check-Out,BB,A,Corporate,Studio,3, -   ,Agoda,"1,650",7,420,"11,550",5%,578,"11,393",300, Refunded  ,07/06/2024,14/06/2024,0,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Mary Martinez,960-685-9638,Mary_Martinez@xfinity.com,5,Gold,0,0,Cash,************6431,Check-Out,BB,F,Corporate,Single Room,1, -   ,Agoda,550,14,280,"7,700",5%,385,"7,595",300, Refunded  ,19/11/2024,03/12/2024,131.14,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Elizabeth Stone,940-017-6909,Elizabeth.S@zoho.com,4,Gold,0,0,Credit Card,************4969,Check-Out,HB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,10,400,"6,500",5%,325,"6,575",300, Refunded  ,31/12/2024,10/01/2025,72.25,Amy,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Sarah Torres,231-237-2945,STorres@protonmail.com,5,Platinum,0,0,Online Transfer,************8239,Check-Out,BB,A,Individual,Studio,3,1,Direct,"1,650",10,800,"16,500",10%,"1,650","15,650",300, Refunded  ,05/01/2024,15/01/2024,53.1,Leo,Sales Manager,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Charles Davis,839-786-5351,Davis.Charles54@att.com,3,Platinum,0,0,Online Transfer,************3849,Check-Out,BB,E,Individual,Studio,3, -   ,Booking.com,"1,650",16,960,"26,400",10%,"2,640","24,720",300, Refunded  ,26/11/2024,12/12/2024,123,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Teresa Diaz,654-091-4841,Teresa.D@aol.com,3,Platinum,0,0,Online Transfer,************9839,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,3,120,"1,950",10%,195,"1,875",300, Refunded  ,15/12/2024,18/12/2024,110.7,Derek,Sales Executive,20,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jennifer Gonzales,267-192-2218,Jennifer.G@xfinity.com,5,Gold,0,0,Cash,************4572,Check-Out,BB,A,Family,Studio,3, -   ,Direct,"1,650",14,840,"23,100",5%,"1,155","22,785",300, Refunded  ,26/01/2024,09/02/2024,73.8,Amy,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Andrea Lyons,589-114-7812,Lyons.Andrea@yandex.com,5,Platinum,0,0,Credit Card,************9058,Check-Out,HB,C,Family,Deluxe Room,2,1,Direct,650,5,300,"3,250",10%,325,"3,225",300, Refunded  ,01/08/2024,06/08/2024,127.75,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Todd Bonilla,553-454-2073,Bonilla_Todd@protonmail.com,4,Gold,0,0,Online Transfer,************6215,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,5,100,"2,750",5%,138,"2,713",300, Refunded  ,13/01/2024,18/01/2024,110.75,Derek,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Tyler Humphrey,939-084-6691,Tyler_Humphrey@protonmail.com,3,Gold,0,0,Online Transfer,************5631,Check-Out,BB,A,Individual,Studio,3, -   ,Direct,"1,650",9,540,"14,850",5%,743,"14,648",300, Refunded  ,24/09/2024,03/10/2024,91,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Eileen Burgess,840-209-3882,Eileen.Burgess@protonmail.com,2,Platinum,0,0,Cash,************3356,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,2,40,"1,100",10%,110,"1,030",300, Refunded  ,04/08/2024,06/08/2024,122.75,Leo,Sales Manager,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Thomas Blevins,459-963-3725,Blevins.Thomas@yahoo.com,3,Platinum,0,0,Cash,************1853,Check-Out,BB,A,Individual,Deluxe Room,2,2,Agoda,650,3,240,"1,950",10%,195,"1,995",300, Refunded  ,04/03/2024,07/03/2024,91,Kelly,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Diana Collins,413-144-8404,Collins.Diana@outlook.com,4,Platinum,0,0,Cash,************7501,Check-Out,BB,F,Corporate,Deluxe Room,2, -   ,Agoda,650,13,520,"8,450",10%,845,"8,125",300, Refunded  ,21/12/2024,03/01/2025,132.6,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Ashley Martinez,504-933-9993,Ashley_Martinez@hotmail.com,5,Gold,0,0,Online Transfer,************2950,Check-Out,BB,C,Corporate,Studio,3, -   ,Direct,"1,650",3,180,"4,950",5%,248,"4,883",300, Refunded  ,15/05/2024,18/05/2024,124,Bernice,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Mary Martin,560-863-7747,Mary_M@zoho.com,4,Platinum,0,0,Cash,************3571,Check-Out,BB,F,Corporate,Studio,3, -   ,Booking.com,"1,650",14,840,"23,100",10%,"2,310","21,630",300, Refunded  ,05/08/2024,19/08/2024,138.6,Leo,Sales Manager,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Eric Hawkins,733-132-2880,Eric.Hawkins@hotmail.com,2,Platinum,0,0,Cash,************2167,Check-Out,BB,E,Individual,Studio,3,1,Agoda,"1,650",2,160,"3,300",10%,330,"3,130",300, Refunded  ,20/04/2024,22/04/2024,107,Leo,Sales Manager,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Sarah Navarro,390-613-9532,Sarah.N11@zoho.com,2,Platinum,0,0,Cash,************7188,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,11,440,"7,150",10%,715,"6,875",300, Refunded  ,01/05/2024,12/05/2024,70.2,Bernice,Sales Executive,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Matthew Santos,816-157-7430,MatthewSantos@aol.com,2,Platinum,0,0,Online Transfer,************6111,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Direct,650,8,320,"5,200",10%,520,"5,000",300, Refunded  ,05/04/2024,13/04/2024,66.15,Kelly,Sales Executive,20,Poor
